Borrower_ID,Age,Annual_Income,Loan_Balance,Credit_Score,Monthly_Payment_Amount,Amortization_Ratio,Engagement_Recency,Delinquency_Status,Region,Primary_Channel,Loan_Type,SAVE_Tranche
4YO5XJA,60,15000,21348,793,182,104.8,>1yr,1-29,W,Mobile,Federal,T6
Q4PJSWJ,37,31569,7667,711,140,105.9,>1yr,60-89,S,IVR,Federal,T6
D20M0BW,59,68340,35797,682,158,102.4,<30d,Current,NE,Agent,Federal,T8
7VOG8OR,33,54217,31321,704,332,108.1,Never,90+,W,IVR,Consolidation,T2
X40SUP2,25,73757,43930,704,44,106.2,>1yr,30-59,NE,Mobile,Consolidation,T6
R3FZXU4,55,72381,69985,674,419,113.2,Never,60-89,NE,Mobile,Consolidation,T1
M5BMUKX,69,52938,43070,824,203,109.3,>1yr,60-89,S,Mobile,Consolidation,T3
2J61P7X,33,15000,50421,619,21,96.2,>1yr,Current,MW,Web,Consolidation,T6
BS5DPUY,64,59034,27550,678,116,111.6,1-12mo,30-59,W,Mobile,Consolidation,T3
8Q4C45L,55,77134,58408,765,343,95.6,<30d,30-59,MW,Mobile,Consolidation,T4
M5ZIN1V,64,43516,37536,588,22,107.1,Never,60-89,W,IVR,Federal,T5
ZGS9D4A,60,60614,34198,756,349,104.6,1-12mo,30-59,NE,Agent,Consolidation,T4
PT8AVL3,60,19001,73298,666,147,114.1,<30d,30-59,MW,Web,Federal,T3
1ARUFRH,68,78439,60490,668,246,107.7,1-12mo,90+,NE,IVR,Consolidation,T7
BAQN82T,64,66203,54096,725,12,96.4,1-12mo,1-29,NE,IVR,Consolidation,T7
SFAY5AL,69,39633,5281,687,146,100.6,1-12mo,Current,W,Web,Federal,T7
8EAEXT9,43,64680,80882,602,66,107.2,Never,90+,S,IVR,Consolidation,T5
5MHXI8S,49,40792,49051,640,118,110.0,1-12mo,90+,MW,Web,Federal,T3
7C90CG2,24,68525,20715,677,353,109.7,Never,60-89,NE,IVR,Consolidation,T1
T6LOZVR,26,34102,28409,690,0,112.1,Never,60-89,NE,Agent,Federal,T3
6TMSFZ9,49,27346,91907,692,339,106.8,<30d,30-59,MW,Web,Consolidation,T2
NVGONAH,63,81482,44124,678,144,111.9,1-12mo,30-59,S,Mobile,Federal,T3
WG0FTLZ,64,50961,79213,627,0,98.3,>1yr,1-29,W,Web,Consolidation,T6
ISW4I8S,45,51336,79953,639,334,104.9,1-12mo,30-59,NE,IVR,Consolidation,T4
NLXB8K7,28,63350,29292,635,331,112.8,1-12mo,60-89,MW,Agent,Federal,T2
7TWWQP1,49,39249,66669,743,0,103.0,>1yr,Current,NE,Agent,Federal,T6
VOOS6XF,47,15000,24397,642,202,104.9,Never,1-29,S,Web,Federal,T5
0C7CNBO,35,51321,51520,728,324,99.8,Never,30-59,NE,Mobile,Federal,T4
WQRRYJB,29,48591,15500,598,0,109.8,>1yr,60-89,W,IVR,Consolidation,T3
J3DUCD8,58,42557,69724,659,81,108.2,<30d,60-89,W,Web,Federal,T3
QWF5BDL,50,28277,54370,659,191,98.5,>1yr,Current,S,Agent,Federal,T6
EHWRK4B,54,39662,42463,706,289,112.1,>1yr,30-59,W,Mobile,Consolidation,T2
E0WWF9H,58,38092,20104,625,145,103.2,Never,Current,S,Web,Consolidation,T5
ZRWOJKI,35,114247,8627,733,151,95.3,Never,1-29,W,Web,Consolidation,T5
U46C3E6,24,48831,14401,663,341,103.7,Never,30-59,W,IVR,Federal,T4
DEARY9J,42,61904,27867,593,136,102.2,Never,1-29,MW,Agent,Federal,T5
XO4BBQ7,39,28042,103393,644,0,106.2,>1yr,30-59,W,IVR,Federal,T6
O49LWG9,69,58458,13297,778,0,113.1,>1yr,30-59,S,Agent,Federal,T3
45FS9KG,63,42275,56052,658,153,98.2,>1yr,Current,MW,Mobile,Federal,T6
V0GGW2H,32,23595,59236,662,239,111.4,>1yr,60-89,W,IVR,Federal,T3
TY7CL0R,35,51053,43840,703,126,105.1,>1yr,30-59,MW,Mobile,Consolidation,T6
O85BAB5,53,59557,51273,626,0,113.7,>1yr,30-59,S,Mobile,Consolidation,T3
WBBV4HE,46,58466,64811,850,172,113.4,<30d,30-59,W,Agent,Consolidation,T3
LSKN8LX,51,52478,111677,625,0,101.4,Never,1-29,MW,Agent,Federal,T5
A5LZLVO,35,31355,16135,633,213,112.6,>1yr,30-59,MW,Web,Federal,T3
BMXLS4E,44,90263,116866,508,80,111.2,>1yr,60-89,NE,Agent,Consolidation,T3
O4RSJNM,63,37433,35479,705,412,102.8,>1yr,30-59,W,IVR,Federal,T4
YEIR0PN,53,73809,0,712,189,106.5,1-12mo,90+,MW,Web,Consolidation,T7
3RGBOVW,46,54367,79393,607,75,99.4,>1yr,Current,MW,Web,Federal,T6
06JKEQ0,67,76694,84865,628,235,112.0,1-12mo,60-89,MW,Agent,Federal,T3
SPX1YHI,39,73013,61331,631,1,109.7,>1yr,60-89,S,Web,Federal,T3
PNU7UR0,35,79190,52196,639,263,114.8,>1yr,30-59,MW,Agent,Federal,T2
WS467T4,60,61995,59960,567,20,108.8,1-12mo,30-59,W,Web,Consolidation,T3
OBT6QWY,33,51520,68665,640,333,107.2,<30d,60-89,MW,Web,Federal,T2
8Q6VCUO,42,41518,64387,733,290,101.1,<30d,Current,MW,Mobile,Federal,T4
AXBE150,28,63185,29922,739,0,111.9,>1yr,30-59,S,Agent,Federal,T3
HTIN86F,66,69811,0,729,0,108.4,1-12mo,60-89,NE,Agent,Federal,T3
CF7ZWI7,56,61945,0,659,240,101.1,1-12mo,Current,NE,Mobile,Federal,T7
79RV4GC,56,63727,53585,662,337,101.2,<30d,90+,W,Mobile,Consolidation,T4
2WN1ULI,24,43927,52895,712,0,110.0,1-12mo,30-59,NE,Agent,Federal,T3
D95LGY1,63,54195,43803,722,140,103.9,1-12mo,Current,MW,Mobile,Consolidation,T7
ZCSXN4P,43,30830,31213,644,257,105.5,1-12mo,90+,MW,Web,Federal,T2
DBAVDMP,50,27287,57058,709,63,114.7,1-12mo,60-89,NE,Agent,Consolidation,T3
UYX6S9G,30,48114,61145,730,185,103.9,Never,Current,NE,Mobile,Consolidation,T5
ZC6527M,40,79510,9980,689,140,100.1,>1yr,1-29,MW,Mobile,Federal,T6
NDNTA07,62,31510,34467,566,233,105.0,Never,Current,NE,Mobile,Federal,T5
RD6I1Y3,61,46049,5149,602,0,109.6,1-12mo,60-89,W,IVR,Federal,T3
5HV87N0,40,51393,50232,680,230,104.4,>1yr,Current,MW,IVR,Consolidation,T6
KGH6ADT,56,34150,16042,698,344,114.0,1-12mo,60-89,MW,Web,Federal,T2
8ZZTG54,39,62279,19522,759,89,112.6,Never,60-89,NE,Mobile,Consolidation,T3
45D82BW,62,68840,87830,704,0,104.9,Never,Current,NE,Web,Federal,T5
ULZEEEI,35,50084,44641,642,318,105.6,<30d,90+,W,Agent,Federal,T2
M9M75UE,43,70318,65989,712,128,98.7,1-12mo,Current,MW,Web,Federal,T7
20U0D86,34,77525,14870,585,320,114.6,1-12mo,30-59,MW,Web,Consolidation,T2
X31GLG3,27,64880,40488,599,0,97.8,>1yr,Current,MW,Mobile,Federal,T6
CVS7RLS,39,37665,29812,829,260,105.6,<30d,60-89,NE,IVR,Federal,T2
4ANISNZ,22,23949,71017,700,30,97.9,>1yr,1-29,NE,Agent,Consolidation,T6
THNBCXI,33,40643,49634,701,291,96.0,<30d,Current,NE,Web,Federal,T4
ECORHW4,39,59165,51744,686,133,95.6,Never,Current,NE,Agent,Consolidation,T5
VIOQRQQ,68,43069,49178,730,318,113.9,1-12mo,30-59,S,Web,Consolidation,T2
TEV44KD,65,85062,84093,687,523,108.8,Never,30-59,W,Mobile,Consolidation,T1
4MZCZKG,50,48913,46516,655,369,107.0,>1yr,90+,MW,Mobile,Federal,T2
LBMU5UM,57,73325,51965,632,0,113.7,>1yr,30-59,W,Mobile,Federal,T3
YBCFIFT,47,34883,33695,591,344,103.4,>1yr,30-59,MW,Agent,Consolidation,T4
ZHIN7JB,27,40453,65053,653,239,98.0,<30d,Current,MW,IVR,Federal,T8
RW62ECI,24,88458,47284,626,415,102.8,<30d,30-59,MW,IVR,Consolidation,T4
IKWC38Q,32,55138,67594,649,175,109.4,Never,30-59,NE,Mobile,Consolidation,T3
ACRHE3Q,25,68277,28559,594,0,107.5,1-12mo,30-59,MW,Agent,Consolidation,T7
DN1FSWJ,64,43472,61821,623,190,114.8,>1yr,30-59,S,Web,Consolidation,T3
10C594X,62,53688,33385,631,216,105.4,1-12mo,60-89,S,Agent,Consolidation,T7
XBFTEM7,46,89881,26162,754,175,96.3,<30d,Current,NE,IVR,Federal,T8
UCFD9XM,50,37355,54141,684,228,95.2,Never,Current,S,Agent,Federal,T5
XLIZVDT,35,78193,41301,576,173,113.2,1-12mo,30-59,S,IVR,Consolidation,T3
DMMH4PJ,60,44789,54594,694,418,107.2,<30d,30-59,MW,IVR,Consolidation,T2
Q9F8P69,63,66163,56849,733,447,114.4,<30d,30-59,W,Agent,Consolidation,T2
5UVV6ST,46,61000,47855,648,0,110.8,<30d,30-59,S,Agent,Consolidation,T3
UGNP2MI,58,23011,15432,598,132,110.8,1-12mo,90+,S,Web,Federal,T3
GMS75YC,36,58924,0,676,61,112.1,>1yr,30-59,W,Web,Federal,T3
X3E8KU0,54,68897,35622,656,258,103.7,<30d,Current,NE,Web,Consolidation,T4
L9R6492,41,64332,52288,698,112,105.4,<30d,30-59,W,IVR,Consolidation,T8
HQ35RZO,67,69993,51982,682,33,113.1,>1yr,30-59,S,Web,Consolidation,T3
YLHJJLT,66,66816,84755,611,0,107.6,1-12mo,30-59,S,IVR,Federal,T7
6UD0X31,25,57842,58080,681,51,101.8,>1yr,1-29,NE,Agent,Consolidation,T6
6T3H2D6,41,53720,52450,697,0,97.3,<30d,Current,NE,IVR,Federal,T8
O13HZGQ,43,48509,54498,712,147,97.6,<30d,Current,S,Web,Federal,T8
HO4XD9H,49,74680,21077,697,255,101.4,<30d,Current,S,Web,Consolidation,T4
L32CFMP,24,33692,76717,609,101,101.1,<30d,Current,W,Mobile,Federal,T8
MHD3MYC,37,51507,54155,691,359,112.7,<30d,90+,NE,Web,Consolidation,T2
YPH4ZBA,35,50508,33795,762,196,101.7,<30d,Current,W,Agent,Federal,T8
1X97Q2P,44,68062,70924,661,0,111.7,>1yr,30-59,S,Web,Federal,T3
51A50GG,23,75333,55030,656,279,101.2,Never,Current,W,IVR,Federal,T4
D54J6BH,49,69041,15194,771,518,110.7,1-12mo,30-59,NE,Web,Federal,T2
6HZDKG0,38,71838,19866,746,323,113.7,>1yr,30-59,NE,Mobile,Consolidation,T2
9OYT2FG,46,50673,34763,554,290,109.1,>1yr,30-59,W,IVR,Consolidation,T2
LINVCLC,63,66602,24131,701,25,97.5,<30d,Current,NE,Web,Consolidation,T8
WXXNROF,38,56880,47624,591,306,106.7,>1yr,30-59,W,Agent,Federal,T2
489NHS3,47,81577,17344,656,145,106.0,<30d,60-89,NE,IVR,Federal,T8
ED7HVVO,45,62407,27250,744,0,110.5,<30d,30-59,W,Mobile,Federal,T3
YZZV71O,43,36361,38990,671,158,111.3,1-12mo,90+,W,Agent,Consolidation,T3
PB3TIDX,43,66162,26636,591,23,97.0,>1yr,1-29,S,Mobile,Federal,T6
AS3EWJT,51,27700,47352,642,135,105.4,1-12mo,90+,NE,Agent,Federal,T7
JC7M9GI,59,59537,29611,632,0,106.5,Never,60-89,W,Agent,Consolidation,T5
CFSF5KA,60,85374,8741,595,115,96.4,Never,Current,MW,Web,Federal,T5
K17J48H,51,28555,74315,601,254,112.8,>1yr,30-59,MW,Web,Consolidation,T2
I7DZCTL,52,39999,11282,677,266,112.3,<30d,30-59,MW,Web,Federal,T2
GB77O78,42,45114,39277,689,110,105.7,1-12mo,30-59,S,Mobile,Federal,T7
8YG4YRQ,53,21746,85618,743,310,104.1,>1yr,30-59,MW,IVR,Federal,T4
HKH2UKW,55,107462,71864,786,0,114.8,<30d,60-89,S,Web,Federal,T3
D344T98,27,42053,12652,658,15,105.8,>1yr,60-89,MW,Mobile,Federal,T6
NZPWU96,69,34516,0,700,176,113.4,>1yr,60-89,W,Agent,Federal,T3
OBIOEZZ,57,29102,10639,610,237,102.6,1-12mo,Current,MW,IVR,Consolidation,T7
HO771HW,48,69629,42930,603,333,104.7,<30d,60-89,W,Web,Federal,T4
1KWGYUH,54,60415,67572,660,56,110.1,1-12mo,60-89,S,Web,Federal,T3
RK8KIKV,28,56711,46564,619,269,110.7,>1yr,60-89,W,Agent,Federal,T2
B7D71KX,46,40498,41822,652,122,97.3,Never,Current,NE,Agent,Federal,T5
5CBLLJD,29,62966,38105,674,68,109.1,Never,90+,W,IVR,Federal,T3
MMGCO95,24,56646,92721,689,101,113.6,<30d,90+,S,Web,Federal,T3
7N8HLH6,61,64268,42405,565,454,95.1,<30d,30-59,W,Web,Consolidation,T4
3KNJK58,64,89252,7485,666,145,103.6,>1yr,Current,MW,IVR,Federal,T6
BKLDX0K,65,92412,61038,607,438,107.3,<30d,90+,MW,Web,Federal,T2
MNJLMH9,70,30908,12421,701,0,102.6,>1yr,Current,S,Mobile,Consolidation,T6
P235VTU,49,24443,24670,699,189,107.6,1-12mo,30-59,W,Web,Federal,T7
GE1RGFQ,25,47116,64256,703,198,102.9,1-12mo,Current,NE,Mobile,Federal,T7
RWA3H26,29,44004,52156,683,0,99.6,Never,Current,MW,Web,Federal,T5
1QKFUIE,59,56565,30826,662,315,95.5,<30d,60-89,MW,Web,Consolidation,T4
7EZ00SO,42,73704,34326,694,109,114.0,1-12mo,30-59,MW,Mobile,Federal,T3
G5WOJX8,68,81750,49807,711,90,113.4,>1yr,30-59,S,Agent,Consolidation,T3
LS4BA4X,30,54186,25233,785,266,95.4,1-12mo,Current,S,IVR,Consolidation,T4
N2D0FVH,70,58189,45395,701,0,97.5,>1yr,Current,MW,Agent,Consolidation,T6
320HVCT,26,77976,53850,720,474,100.3,<30d,30-59,NE,IVR,Federal,T4
JNHX49V,58,58564,55919,706,226,113.4,<30d,30-59,S,Mobile,Federal,T3
2E2WNFI,41,48354,41742,660,293,99.5,Never,Current,W,Mobile,Consolidation,T4
4EXIL8R,36,43002,11954,638,218,102.1,Never,1-29,MW,Agent,Federal,T5
QNX5D54,34,38555,61139,644,208,101.7,Never,Current,W,IVR,Consolidation,T5
7YT4XYJ,59,97042,104113,652,305,113.6,Never,30-59,MW,Web,Consolidation,T2
K8RR0DE,39,67466,16971,719,423,113.7,>1yr,90+,S,IVR,Consolidation,T1
MCPCYPD,29,65592,44740,598,0,104.5,<30d,Current,S,Agent,Federal,T8
8UFL1XF,65,50521,19649,625,62,95.3,1-12mo,1-29,MW,Mobile,Consolidation,T7
BN6CKB5,48,43111,51496,758,184,113.8,<30d,90+,NE,Mobile,Consolidation,T3
TF1F9HJ,52,68473,54113,658,0,112.4,<30d,30-59,W,Web,Federal,T3
EHWQ5HJ,33,20946,51896,608,109,106.1,Never,60-89,S,Agent,Federal,T5
NCV46WI,58,50016,32868,821,182,103.9,Never,Current,W,Agent,Federal,T5
RY76W0M,59,79359,29643,695,141,99.2,Never,1-29,S,IVR,Consolidation,T5
263G5F6,31,67867,4975,683,186,112.9,1-12mo,60-89,S,Web,Consolidation,T3
Y6AWFDJ,49,35019,66938,688,223,114.0,1-12mo,30-59,MW,Web,Federal,T3
77FIEGL,40,88899,7749,769,328,107.0,Never,60-89,NE,IVR,Federal,T2
1PXHBN2,35,63972,36263,655,72,112.3,>1yr,30-59,MW,IVR,Consolidation,T3
YGMZH55,23,52836,23519,654,74,112.6,Never,90+,S,IVR,Federal,T3
RSIOKNK,34,50271,27352,637,176,111.4,>1yr,30-59,W,Mobile,Federal,T3
9HZFQSL,61,52402,165,653,291,110.1,>1yr,30-59,MW,IVR,Federal,T2
QEXEIB6,56,45949,100100,710,0,108.1,<30d,60-89,S,Mobile,Federal,T3
CHYFZMM,29,51187,25255,605,0,111.8,Never,60-89,S,Web,Consolidation,T3
MSB9GWL,55,44570,22147,621,121,107.5,>1yr,30-59,MW,Mobile,Federal,T6
CT6MB29,31,41755,32456,579,151,112.7,1-12mo,60-89,NE,IVR,Federal,T3
HWOYQEY,36,42618,46674,625,229,112.1,1-12mo,60-89,S,Mobile,Federal,T3
RQR7JT6,49,55872,2395,584,76,112.3,1-12mo,60-89,S,IVR,Consolidation,T3
6LRYURB,34,47114,18340,650,136,101.3,Never,Current,MW,Web,Consolidation,T5
J3YLYRF,67,46284,40470,667,90,112.1,>1yr,60-89,W,Web,Consolidation,T3
KFCH5IH,58,102486,52722,748,283,100.5,Never,Current,MW,IVR,Consolidation,T4
PI94KS8,65,60723,36189,631,194,97.1,>1yr,Current,MW,Mobile,Federal,T6
D0LFOVZ,50,58528,52263,667,0,95.2,<30d,Current,NE,Mobile,Consolidation,T8
F2YUM71,50,57697,43327,628,285,109.1,1-12mo,60-89,NE,Web,Federal,T2
G57NTAH,33,28217,59840,601,90,114.3,>1yr,30-59,S,Agent,Federal,T3
KM4T9WS,41,46756,59172,694,314,113.7,Never,30-59,S,Mobile,Federal,T2
RNMDS43,50,24214,67789,697,0,98.4,>1yr,1-29,S,Web,Federal,T6
83I3R5L,42,26628,82585,540,395,112.9,1-12mo,60-89,W,IVR,Consolidation,T2
IGS7G52,45,76745,72015,726,330,113.9,<30d,30-59,MW,Agent,Federal,T2
MC1R9KP,54,63990,20983,712,121,95.0,<30d,Current,MW,Web,Federal,T8
KB0OBQ8,47,29112,64540,771,263,109.1,Never,30-59,S,Agent,Consolidation,T2
OJVX8XR,33,76732,20475,667,367,95.6,1-12mo,60-89,NE,Agent,Federal,T4
9X9WZ2I,24,40489,11846,760,184,101.0,1-12mo,Current,W,Mobile,Consolidation,T7
49K5GNU,66,81316,74504,580,237,113.8,>1yr,30-59,S,IVR,Federal,T3
67Q7G97,57,64556,61907,703,466,98.4,Never,90+,NE,Agent,Consolidation,T4
HXZW7LU,47,54133,18979,642,251,109.1,1-12mo,30-59,MW,IVR,Federal,T2
US05HWN,33,40013,15697,680,419,111.5,>1yr,30-59,S,Agent,Federal,T1
75H9KCW,33,59241,48272,741,223,102.0,1-12mo,Current,S,Mobile,Consolidation,T7
376EO28,39,59545,32384,663,355,105.0,Never,60-89,NE,Mobile,Federal,T4
Z8MYJGA,64,82519,13928,624,3,113.9,1-12mo,60-89,NE,IVR,Federal,T3
2D023RM,24,67438,69874,804,246,111.0,>1yr,30-59,MW,IVR,Federal,T3
7TZO5WH,43,36506,85536,604,89,108.6,>1yr,30-59,NE,Agent,Consolidation,T3
DFVQ4D9,69,23389,48898,566,140,98.3,<30d,Current,NE,Mobile,Federal,T8
X3IOLN5,23,62632,72652,613,94,114.3,1-12mo,30-59,W,IVR,Federal,T3
UVG7DDZ,35,71912,88701,637,425,97.7,Never,30-59,W,Agent,Federal,T4
WGJNQUE,38,77878,63372,696,175,105.7,1-12mo,60-89,S,Agent,Federal,T7
5AMT6R0,62,85723,20842,652,0,115.0,1-12mo,30-59,MW,Agent,Consolidation,T3
Z4PUOV8,50,73906,63672,593,14,104.8,<30d,Current,S,Web,Federal,T8
ZZD1FVG,43,52611,44151,621,344,106.4,>1yr,30-59,W,Web,Federal,T2
5U0LON7,25,50321,45610,632,32,111.8,1-12mo,60-89,MW,Agent,Consolidation,T3
SLA7VAK,66,16424,49061,582,0,103.6,Never,Current,W,Web,Consolidation,T5
30IPBJW,43,32290,46459,700,298,96.3,Never,Current,S,Agent,Consolidation,T4
06EYV5U,53,65804,52872,758,63,106.4,>1yr,60-89,S,Agent,Consolidation,T6
M7WFO2D,34,78640,47320,675,292,99.1,>1yr,Current,S,Agent,Consolidation,T4
TQXZRD5,51,78385,36947,657,0,99.4,Never,1-29,NE,Mobile,Consolidation,T5
N9S6GD0,67,18109,76542,645,162,113.8,>1yr,60-89,S,Mobile,Federal,T3
LXAISHI,23,75716,4599,635,170,107.3,1-12mo,30-59,W,IVR,Federal,T7
YWM3X27,50,22248,68195,727,380,111.2,<30d,60-89,S,Agent,Consolidation,T2
ZCEKWPY,52,44778,66311,662,253,101.9,>1yr,1-29,S,Agent,Consolidation,T4
SCRDVM2,40,32181,16323,620,171,104.0,<30d,Current,MW,Mobile,Federal,T8
4KRP0YS,47,32718,63215,676,0,110.3,1-12mo,30-59,W,IVR,Consolidation,T3
NBO5B4Y,46,48438,98651,703,93,109.7,1-12mo,60-89,NE,Agent,Consolidation,T3
OIAHPL0,42,37900,29759,679,49,104.0,<30d,Current,MW,Mobile,Consolidation,T8
9W8T182,39,68706,76493,640,294,104.2,Never,Current,MW,Agent,Consolidation,T4
GN4W6C9,26,52953,40582,661,0,96.1,<30d,Current,NE,IVR,Federal,T8
8UW43AZ,23,94427,33253,615,293,106.0,>1yr,30-59,W,IVR,Consolidation,T2
HY3XBC4,52,60915,53891,671,277,110.9,>1yr,30-59,NE,Mobile,Consolidation,T2
M6UJYGQ,35,83010,52153,764,196,99.3,>1yr,Current,W,Mobile,Federal,T6
QQVY3VY,59,33704,52528,671,277,112.5,>1yr,90+,MW,Web,Federal,T2
LSWF5DG,51,59201,51543,634,359,109.6,<30d,30-59,S,Mobile,Consolidation,T2
2NX6GP5,39,55505,55047,604,81,112.5,<30d,60-89,W,Agent,Federal,T3
2G62W6W,58,84552,55005,702,88,98.7,Never,1-29,S,IVR,Federal,T5
O7VZFZW,70,78460,48549,782,151,112.4,Never,60-89,NE,Agent,Federal,T3
CTTOIDN,52,48603,101519,675,249,110.2,1-12mo,30-59,NE,Web,Consolidation,T3
NMHMYFP,45,105812,27369,625,220,113.8,Never,30-59,S,Web,Federal,T3
7UOHN0Y,48,114450,30635,705,485,104.3,<30d,30-59,MW,IVR,Federal,T4
78ILMM4,31,17881,71125,486,227,105.4,Never,30-59,S,IVR,Consolidation,T5
2BWEC2I,26,56745,42650,738,323,108.4,>1yr,30-59,MW,Agent,Federal,T2
8UCSCXF,51,65740,30132,628,142,99.4,>1yr,Current,S,Mobile,Consolidation,T6
S9QQW2V,49,48385,24331,752,181,96.3,Never,Current,MW,Web,Federal,T5
VKBKHGQ,22,57984,90855,643,250,99.2,Never,Current,W,Agent,Consolidation,T5
A6Z8AWR,32,53481,21286,638,228,104.8,Never,1-29,MW,Web,Federal,T5
2NOY9NK,27,33821,13643,668,0,102.7,1-12mo,Current,MW,Agent,Consolidation,T7
ONFW9GP,32,41012,53601,574,316,95.4,<30d,90+,NE,Mobile,Consolidation,T4
HOZ6YA5,27,66177,49608,627,55,103.8,>1yr,Current,NE,Agent,Federal,T6
HR9EID2,46,73178,56288,677,0,100.2,1-12mo,Current,W,Web,Federal,T7
0AE43X7,63,81611,27666,760,120,106.7,Never,30-59,W,Web,Federal,T5
XIHQDGG,35,53697,19643,697,0,96.6,<30d,Current,NE,Mobile,Federal,T8
4N8QJBE,61,46772,46648,624,0,101.5,1-12mo,1-29,S,Web,Federal,T7
766ZOS6,63,24999,54121,702,339,113.3,>1yr,30-59,W,Agent,Consolidation,T2
KV0R3AR,31,15000,16099,774,0,113.5,<30d,30-59,S,Web,Federal,T3
0I2SG1L,68,47211,83653,635,324,105.2,>1yr,30-59,MW,Web,Federal,T2
4510B7H,63,43408,47117,615,288,110.2,<30d,30-59,S,Agent,Consolidation,T2
ENURHK7,29,81982,11353,657,0,113.2,1-12mo,60-89,W,Web,Federal,T3
99JIOG0,52,53775,41746,764,0,104.1,>1yr,Current,S,Web,Federal,T6
V08D06R,50,66876,48641,642,327,113.3,1-12mo,90+,W,IVR,Federal,T2
HO8PGEE,58,21461,15070,556,197,103.8,<30d,Current,S,Mobile,Federal,T8
SRHD9W2,50,29793,52679,645,219,100.6,1-12mo,Current,W,Web,Federal,T7
4ECG0Z5,37,80278,19405,569,65,102.6,1-12mo,Current,NE,Web,Consolidation,T7
C5GDV8W,24,47830,37662,705,245,102.5,<30d,Current,W,Agent,Federal,T8
CGE8KOS,55,64268,50584,565,320,106.5,1-12mo,30-59,NE,IVR,Consolidation,T2
PQJ0JLP,38,46157,32155,717,299,104.0,1-12mo,Current,NE,IVR,Federal,T4
UJHVIG1,54,63329,106802,603,263,98.3,>1yr,Current,S,Agent,Consolidation,T4
9R1VX84,37,42470,0,720,3,109.2,Never,90+,NE,Agent,Consolidation,T3
8V4K2P7,62,48902,34410,610,368,107.4,>1yr,30-59,NE,Agent,Consolidation,T2
MM9VBDR,58,15000,1506,601,144,109.4,1-12mo,90+,S,Web,Federal,T3
ZK8KPAE,65,77396,65430,567,38,102.8,Never,Current,NE,Agent,Consolidation,T5
NXETK54,58,67999,63519,663,144,111.4,1-12mo,90+,MW,IVR,Consolidation,T3
JQVOB8X,23,56356,8474,636,1,101.2,>1yr,Current,MW,Agent,Consolidation,T6
GSC0MO5,35,64791,61880,707,0,101.9,1-12mo,1-29,NE,IVR,Federal,T7
ZYQRBZS,59,88268,39756,623,159,106.0,>1yr,60-89,MW,Mobile,Consolidation,T6
99O3XZ9,62,83420,9632,571,343,114.5,>1yr,30-59,MW,Agent,Consolidation,T2
58157JW,66,54888,33643,608,275,100.9,>1yr,Current,MW,IVR,Consolidation,T4
XPE5WHM,51,52481,38038,604,180,106.9,1-12mo,60-89,W,Mobile,Federal,T7
F660E0T,24,85537,59763,670,184,105.1,>1yr,60-89,MW,IVR,Federal,T6
DPGO7C7,56,52946,48928,696,344,107.7,<30d,60-89,S,Mobile,Federal,T2
WCN0EBO,53,68403,57854,807,216,114.0,>1yr,30-59,W,Web,Consolidation,T3
ZC725TQ,40,63302,50745,660,266,99.2,1-12mo,Current,S,IVR,Consolidation,T4
M3ZK00D,45,15314,3193,604,221,109.8,1-12mo,30-59,NE,Mobile,Consolidation,T3
Q5F62I7,57,54914,61577,714,229,107.6,<30d,30-59,NE,Mobile,Consolidation,T8
V5F93RJ,22,42525,0,552,56,114.7,<30d,60-89,NE,Mobile,Federal,T3
I8OY9WP,70,72926,78749,651,21,95.1,Never,Current,MW,Web,Federal,T5
0G037E9,53,67138,52455,733,0,112.2,<30d,90+,W,Mobile,Federal,T3
UV8SMG0,36,71033,99683,728,348,112.9,<30d,30-59,MW,IVR,Consolidation,T2
30SZIWI,30,43529,45566,523,435,104.3,Never,60-89,S,Agent,Federal,T4
EURORHG,55,57959,28587,626,0,98.6,<30d,Current,S,Web,Federal,T8
W0C766K,42,35450,54416,652,0,99.8,Never,Current,MW,Mobile,Consolidation,T5
25U7XRN,33,67663,48374,732,126,105.9,Never,30-59,NE,Agent,Federal,T5
6I4GVZQ,67,40079,20050,622,0,107.2,1-12mo,90+,NE,Web,Consolidation,T7
BU57HWY,69,75018,32133,699,326,108.1,Never,30-59,MW,Mobile,Consolidation,T2
11TPPQV,33,42953,51611,686,65,103.0,Never,1-29,MW,IVR,Federal,T5
A14R3B7,66,69035,27445,671,164,112.8,Never,60-89,W,IVR,Consolidation,T3
VPI17K0,26,25013,16889,739,215,98.7,<30d,1-29,MW,IVR,Federal,T8
6DUQ7PM,67,67709,25613,682,169,108.9,1-12mo,30-59,MW,Mobile,Federal,T3
3VGYT4M,39,63211,45731,746,171,105.5,<30d,60-89,NE,Web,Consolidation,T8
5BSQENQ,68,81169,30153,626,394,114.7,<30d,60-89,W,Web,Federal,T2
JFUEQTU,33,23022,22188,812,112,102.6,>1yr,Current,MW,Mobile,Federal,T6
UTT5CXD,28,34489,15599,675,406,100.0,1-12mo,30-59,MW,Web,Consolidation,T4
Z6ZJTIS,38,83157,29982,639,93,102.2,>1yr,1-29,W,Agent,Consolidation,T6
NBFUFFX,47,48181,41513,602,405,103.4,Never,60-89,MW,IVR,Federal,T4
KXUY5D1,41,55860,47284,598,0,110.9,<30d,60-89,S,IVR,Federal,T3
RFY3QBL,44,61346,50717,629,30,106.8,Never,30-59,NE,IVR,Consolidation,T5
